id,label
656,7
657,3
658,13
659,13
66,7
660,13
661,2
662,1
663,12
664,15
665,15
666,8
667,8
668,8
669,5
67,8
670,3
671,15
672,3
673,8
674,3
675,4
676,11
677,8
678,2
679,4
68,0
680,13
681,8
682,15
683,4
684,8
685,5
686,3
687,4
688,11
689,2
69,12
690,13
691,5
692,13
693,3
694,3
695,11
696,8
697,8
698,0
699,5
7,8
70,11
700,8
701,15
702,12
703,2
704,5
705,12
706,2
707,8
708,11
709,12
71,6
710,9
711,9
712,9
713,6
714,9
715,9
716,3
717,9
718,9
719,3
72,7
720,9
721,9
722,13
723,9
724,9
725,9
726,3
727,9
728,9
729,9
73,9
730,9
731,9
732,6
733,13
734,3
735,9
736,9
737,3
738,6
739,9
74,9
740,14
741,15
742,3
743,6
744,9
745,9
746,9
747,9
748,9
749,9
75,9
750,4
751,9
752,15
753,3
754,6
755,9
756,3
757,9
758,9
759,2
76,9
760,9
761,9
762,9
763,9
764,7
765,9
766,10
767,6
768,9
769,9
77,9
770,3
771,3
772,9
773,9
774,9
775,3
776,9
777,9
778,15
779,9
78,9
780,9
781,9
782,6
783,15
784,3
785,3
786,6
787,9
788,9
789,9
79,9
790,9
791,9
792,6
793,0
794,13
795,9
796,3
797,13
798,9
799,1
8,6
80,9
800,9
801,4
802,9
803,1
804,2
805,15
806,9
807,9
808,9
809,9
81,9
810,3
811,3
812,9
813,9
814,9
815,9
816,9
817,9
818,9
819,9
82,9
820,6
821,4
822,9
823,3
824,9
825,9
826,1
827,4
828,0
829,8
83,6
830,2
831,9
832,9
833,12
834,9
835,9
836,9
837,9
838,6
839,6
84,9
840,6
841,6
842,9
843,15
844,9
845,9
846,3
847,9
848,9
849,9
85,9
850,0
851,9
852,6
853,9
854,10
855,9
856,4
857,9
858,9
859,9
86,9
860,3
861,9
862,6
863,9
864,6
865,0
866,9
867,15
868,3
869,6
87,15
870,9
871,9
872,9
873,9
874,2
875,3
876,9
877,9
878,9
879,9
88,9
880,9
881,9
882,3
883,9
884,9
885,5
886,9
887,9
888,14
889,9
89,9
890,3
891,9
892,9
893,9
894,9
895,1
896,3
897,4
898,6
899,1
9,9
90,3
900,9
901,6
902,9
903,9
904,9
905,11
906,3
907,6
908,9
909,4
91,9
910,0
911,9
912,9
913,2
914,9
915,4
916,6
917,0
918,9
919,9
92,3
920,3
921,0
922,2
923,9
924,9
925,9
926,9
927,13
928,3
929,9
93,9
930,9
931,3
932,6
933,3
934,9
935,9
936,6
937,6
938,9
939,9
94,9
940,4
941,0
942,9
943,15
944,9
945,9
946,6
947,9
948,9
949,5
95,4
950,9
951,6
952,6
953,9
954,9
955,6
956,8
957,9
958,9
959,6
96,9
960,9
961,6
962,9
963,9
964,11
965,11
966,13
967,2
968,6
969,3
97,9
970,9
971,6
972,9
973,9
974,9
975,6
976,3
977,6
978,3
979,9
98,6
980,9
981,9
982,9
983,4
984,9
985,9
986,13
987,6
988,9
989,9
99,9
990,9
991,6
992,9
993,9
994,9
995,9
996,6
997,3
998,3
999,9
